iter	Logloss
207	0.3861577964
208	0.385978752
209	0.3858237754
210	0.3853949488
211	0.3851854098
212	0.3850673822
213	0.384693986
214	0.3844577472
215	0.384224308
216	0.3839128709
217	0.3836863723
218	0.3835708409
219	0.383166884
220	0.3829649142
221	0.3827391092
222	0.3826303745
223	0.3824190278
224	0.3820816089
225	0.3815543711
226	0.381343295
227	0.3812559192
228	0.3810747802
229	0.3809291559
230	0.3806522417
231	0.380403203
232	0.3801727447
233	0.3798095245
234	0.379381379
235	0.3791834571
236	0.3790342709
237	0.3787467331
238	0.3785516888
239	0.378332091
240	0.3781348393
241	0.3779869077
242	0.3778564879
243	0.3775182995
244	0.377267897
245	0.3770002761
246	0.3768451937
247	0.3766570786
248	0.3765336645
249	0.3763394174
250	0.3761464687
251	0.3759495232
252	0.3757779825
253	0.375496751
254	0.3753264125
255	0.3751554269
256	0.37500337
257	0.3747979988
258	0.3745192641
259	0.3743600039
260	0.3741874774
261	0.3740076061
262	0.3738267232
263	0.373526263
264	0.3733037919
265	0.3731512306
266	0.3729905984
267	0.3728582932
268	0.3727311669
269	0.372358445
270	0.3722065959
271	0.3720313113
272	0.371872642
273	0.371685055
274	0.3715158181
275	0.3713270141
276	0.3711581035
277	0.3710414412
278	0.3709670968
279	0.3708296802
280	0.3705697972
281	0.3703697743
282	0.3702640996
283	0.369891955
284	0.3697662863
285	0.3695371999
286	0.3694104761
287	0.3691662963
288	0.3690351896
289	0.3689069584
290	0.3687232886
291	0.3685027373
292	0.3683763003
293	0.3682553417
294	0.3681124433
295	0.3679612909
296	0.3678251439
297	0.3677548049
298	0.3676018836
299	0.3674415248
300	0.3673712597
301	0.3672454985
302	0.3671673039
303	0.3668585876
304	0.3666916062
305	0.3664809184
306	0.3663335211
307	0.3660711327
308	0.3659582625
309	0.3658019185
310	0.3656964647
311	0.3655537423
312	0.3654437029
313	0.3653006943
314	0.3652013945
315	0.3649211835
316	0.3647660424
317	0.3646508824
318	0.3645687794
319	0.3642228153
320	0.3641037458
321	0.3639341487
322	0.363624231
323	0.3634124252
324	0.3631534764
325	0.3629223603
326	0.3627785333
327	0.3624886038
328	0.3623081382
329	0.3622243302
330	0.3620470597
331	0.3619446782
332	0.3618135869
333	0.3614898173
334	0.3612774089
335	0.3610393895
336	0.3607728336
337	0.3605364442
338	0.3604055371
339	0.3602326267
340	0.3597832452
341	0.3595021314
342	0.3594327404
343	0.3592749406
344	0.3591280791
345	0.3590145772
346	0.3588585936
347	0.3587130518
348	0.3586137538
349	0.3584470969
350	0.3583286569
351	0.3581036404
352	0.357906128
353	0.3577401844
354	0.3576221334
355	0.3573784924
356	0.3572914697
357	0.3570980787
358	0.3569416103
359	0.3568022234
360	0.3566120595
361	0.3564293093
362	0.3562509106
363	0.3561357543
364	0.355993624
365	0.3556377058
366	0.3555542027
367	0.3554181971
368	0.355224459
369	0.3551301018
370	0.355014423
371	0.3549034412
372	0.3548489685
373	0.3546977599
374	0.3544622098
375	0.3541779625
376	0.3540548006
377	0.3539825017
378	0.3537454166
379	0.3534668973
380	0.3533619292
381	0.3531703743
382	0.352857323
383	0.3526061709
384	0.3525007579
385	0.3523859471
386	0.3522479034
387	0.352126421
388	0.3520214466
389	0.3518254837
390	0.3517056923
391	0.3515911421
392	0.3513886592
393	0.3512974386
394	0.3511694771
395	0.3510386509
396	0.3509436041
397	0.3508800748
398	0.3506393705
399	0.3504546953
400	0.3503689063
401	0.3501749493
402	0.3499391915
403	0.349863457
404	0.3494710631
405	0.3493785256
406	0.349232092
407	0.3490963374
408	0.3489969057
409	0.3488576852
410	0.3487249324
411	0.3486026121
412	0.3484804166
413	0.3483740076
414	0.3482055702
415	0.3479710448
416	0.3477328851
417	0.3475934539
418	0.3474914893
419	0.3472380565
420	0.3471311914
421	0.3470484542
422	0.3469875302
423	0.3468534353
424	0.3464585994
425	0.3462496465
426	0.346077979
427	0.34588865
428	0.3456655995
429	0.3453811621
430	0.3452178202
431	0.3450118862
432	0.3449269183
433	0.3448130628
434	0.3444557188
435	0.3441962731
436	0.3438558518
437	0.3437457857
438	0.3435664156
439	0.3434391686
440	0.3433641473
441	0.3432593885
442	0.3430207251
443	0.3428050485
444	0.3426378916
445	0.3423871188
446	0.3421761118
447	0.3419188473
448	0.3417655119
449	0.3416676185
450	0.3415453341
451	0.3414297448
452	0.3412517903
453	0.3411020356
454	0.3409180381
455	0.3408157834
456	0.3407345057
457	0.340638001
458	0.34042955
459	0.3403658126
460	0.340228901
461	0.340054653
462	0.3398757799
463	0.3397350206
464	0.3395089017
465	0.3393086165
466	0.339088026
467	0.3388969327
468	0.3387046648
469	0.3385610496
470	0.3384559857
471	0.3382538825
472	0.3380868899
473	0.3380077911
474	0.3378992362
475	0.3377197823
476	0.3375207518
477	0.3373842186
478	0.3372947724
479	0.3371373934
480	0.336912959
481	0.3368164615
482	0.3366202462
483	0.3364190994
484	0.336162689
485	0.3360026896
486	0.3358370234
487	0.335687351
488	0.3355202019
489	0.3353913222
490	0.3352278274
491	0.3350295664
492	0.3348383424
493	0.3347232543
494	0.3345901081
495	0.33451811
496	0.3343030486
497	0.3341250529
498	0.3339995993
499	0.3338278099
500	0.3336961944
501	0.3334883801
502	0.3333659863
503	0.3331826342
504	0.3330417536
505	0.3329373628
506	0.3328646427
507	0.3326807666
508	0.3325722136
509	0.3323547217
510	0.3321978578
511	0.3320633798
512	0.3319342062
513	0.3317900469
514	0.3316577457
515	0.3314225429
516	0.3313253511
517	0.3311528092
518	0.3309764744
519	0.3308144441
520	0.3306449348
521	0.3304788623
522	0.3303541373
523	0.3302622341
524	0.3300882416
525	0.3299417579
526	0.3297702799
527	0.3296593187
528	0.3295401558
529	0.3294201738
530	0.3292332034
531	0.3290367208
532	0.3288932255
533	0.3287975242
534	0.3286901067
535	0.3284809533
536	0.3281918331
537	0.3280960638
538	0.3280212132
539	0.3279362841
540	0.3277785099
541	0.3276494343
542	0.3274751884
543	0.3272834614
544	0.3271602075
545	0.3269704998
546	0.3268420115
547	0.3267056694
548	0.3265235002
549	0.3263989213
550	0.3262395918
551	0.3261166049
552	0.3259735285
553	0.3257502246
554	0.3256005462
555	0.3254955252
556	0.3252793513
557	0.3251640854
558	0.3250218276
559	0.3248553596
560	0.3247710778
561	0.3246749078
562	0.3244735386
563	0.3243368381
564	0.324196195
565	0.3241263705
566	0.3238812198
567	0.3237916869
568	0.3236327158
569	0.3234487936
570	0.3232884928
571	0.3231718931
572	0.3231086536
573	0.3229223493
574	0.322806259
575	0.3227031535
576	0.3224787741
577	0.3223453899
578	0.3222115504
579	0.3221103634
580	0.321952069
581	0.3218246905
582	0.3217176873
583	0.3215746237
584	0.3214064175
585	0.3211700286
586	0.3210037207
587	0.3208554186
588	0.3206337418
589	0.3204790844
590	0.3203938192
591	0.3201939646
592	0.3200340123
593	0.3199490976
594	0.3197838004
595	0.3196687425
596	0.3194864
597	0.3194079985
598	0.3192587995
599	0.3191646892
600	0.3190598517
601	0.3189691456
602	0.3188894402
603	0.3188082566
604	0.3186933257
605	0.3185663185
606	0.3184061991
607	0.3182043261
608	0.3180649201
609	0.3178947901
610	0.3177232325
611	0.3175809751
612	0.3174641133
613	0.3173651139
614	0.317230319
615	0.3171794662
616	0.3170917674
617	0.3170107765
618	0.3167694453
619	0.3166599399
620	0.3165377
621	0.3163973308
622	0.3163320083
623	0.3161670466
624	0.3160870506
625	0.3160142043
626	0.3158361924
627	0.3157323963
628	0.3156747577
629	0.3155784804
630	0.3154292057
631	0.3153452599
632	0.3152649359
633	0.3151156403
634	0.3150478235
635	0.3149718303
636	0.3148974591
637	0.3147862651
638	0.3146934965
639	0.3145264115
640	0.3143853206
641	0.3143085877
642	0.3141851716
643	0.314095271
644	0.3139310776
645	0.3138059209
646	0.3136607324
647	0.3134953309
648	0.3133791619
649	0.3132241078
650	0.313090002
651	0.3129361937
652	0.3127734904
653	0.3126624969
654	0.3125107494
655	0.3124465276
656	0.3122771243
657	0.3122184873
658	0.3121356179
659	0.3120543001
660	0.3119856452
661	0.311846659
662	0.3117059291
663	0.3115817612
664	0.3114148728
665	0.3113522474
666	0.311219027
667	0.3110781278
668	0.3109402358
669	0.3108284873
670	0.3106787501
671	0.3105652268
672	0.3104891784
673	0.3103689771
674	0.3102769335
675	0.3101487381
676	0.3099730401
677	0.3098593742
678	0.309687919
679	0.3096207185
680	0.3095160984
681	0.3094457147
682	0.3093776723
683	0.3093116437
684	0.3090854981
685	0.3090143639
686	0.3089313398
687	0.3087964121
688	0.3086979284
689	0.3085571378
690	0.3084425462
691	0.3083358661
692	0.308213347
693	0.3080584139
694	0.3079149888
695	0.3077818255
696	0.3077139676
697	0.3075781703
698	0.3074810945
699	0.3072708612
700	0.3071385654
701	0.3070516806
702	0.3069396668
703	0.3067792965
704	0.3066761327
705	0.3065470116
706	0.3064603133
707	0.3063238615
708	0.306290483
709	0.3061645417
710	0.3060994638
711	0.3059831312
712	0.3058940505
713	0.3058199652
714	0.3057406491
715	0.3056026352
716	0.3054818967
717	0.3054006451
718	0.3052699571
719	0.3051782498
720	0.3050731961
721	0.3049541259
722	0.3048739155
723	0.3047141335
724	0.3045989023
725	0.3044911186
726	0.304354341
727	0.3041430125
728	0.3040292915
729	0.3039331758
730	0.303824265
731	0.3036829396
732	0.3035839037
733	0.3034615842
734	0.303252903
735	0.3031969483
736	0.3030678234
737	0.3029440392
738	0.302809943
739	0.3026864293
740	0.3025157242
741	0.3024215876
742	0.3022590358
743	0.3021314509
744	0.302037818
745	0.3019045584
746	0.3017774514
747	0.3016835594
748	0.3016204111
749	0.3014609304
750	0.3013708978
751	0.3012634221
752	0.3011600304
753	0.3010134026
754	0.300928228
755	0.3008514984
756	0.3007769544
757	0.3006664344
758	0.3005887025
759	0.3004981894
760	0.3003894385
761	0.3002831101
762	0.3001724044
763	0.3001377633
764	0.3000194801
765	0.2999193023
766	0.2998542481
767	0.2997895897
768	0.2996716018
769	0.2995731575
770	0.2995095593
771	0.2994354718
772	0.2993348167
773	0.2992516187
774	0.2991016923
775	0.2990336517
776	0.2988873761
777	0.2987890461
778	0.2987173879
779	0.2985813248
780	0.2984719572
781	0.2983860254
782	0.298245356
783	0.2981041766
784	0.2979911921
785	0.2979209331
786	0.2978348622
787	0.2976853785
788	0.2976240177
789	0.2974897684
790	0.2973816296
791	0.297244019
792	0.2971191189
793	0.2970591548
794	0.2969583609
795	0.2968529135
796	0.2967168435
797	0.296583145
798	0.2964758867
799	0.296383291
800	0.2962287086
801	0.2960692087
802	0.2959674611
803	0.295898949
804	0.2957587971
805	0.2956136319
806	0.2955370378
807	0.2954060312
808	0.2953035719
809	0.2951535468
810	0.2950650251
811	0.2950061946
812	0.2948927509
813	0.2947895743
814	0.2946708829
815	0.2945880222
816	0.2944466723
817	0.2942544081
818	0.2941225055
819	0.2940517699
820	0.2939871555
821	0.2939179346
822	0.2937682745
823	0.293672465
824	0.2935724386
825	0.2934443258
826	0.2933173557
827	0.2932626731
828	0.2931705186
829	0.2930905795
830	0.2929586116
831	0.2928565394
832	0.2928106361
833	0.2927294877
834	0.2926666145
835	0.2925779556
836	0.2925123559
837	0.2924584269
838	0.2924032237
839	0.2922851132
840	0.2921524652
841	0.2920680539
842	0.2919581357
843	0.2919078422
844	0.2918212066
845	0.2917075774
846	0.2915266528
847	0.2914622923
848	0.2913563758
849	0.2913048391
850	0.2912103236
851	0.2910727913
852	0.2909804274
853	0.2908426666
854	0.2907011219
855	0.2905670554
856	0.2904784813
857	0.2903987052
858	0.290344371
859	0.2902326672
860	0.2901451786
861	0.2900317073
862	0.2898967818
863	0.2897939376
864	0.2896837969
865	0.2895550209
866	0.2894516624
867	0.289351045
868	0.2892567216
869	0.2891828779
870	0.2890565597
871	0.2889308578
872	0.2888696448
873	0.2887860759
874	0.2887002162
875	0.2885989112
876	0.2884729256
877	0.2884016795
878	0.288327905
879	0.2882300681
880	0.2881039639
881	0.2880105753
882	0.2878875209
883	0.2877884991
884	0.2876583322
885	0.2875473698
886	0.2874429231
887	0.2873530733
888	0.287282585
889	0.287205229
890	0.2871223167
891	0.2869980383
892	0.2869267216
893	0.2868668259
894	0.2867708318
895	0.2866648648
896	0.2865464571
897	0.2864321121
898	0.2863159268
899	0.2861851061
900	0.2860829378
901	0.2859388102
902	0.2858121047
903	0.2856474384
904	0.2855261711
905	0.2854305821
906	0.2853422014
907	0.285253715
908	0.2851469334
909	0.2850560751
910	0.284941292
911	0.2848816663
912	0.2847955012
913	0.2847156544
914	0.2845732314
915	0.2844813888
916	0.284328255
917	0.2842421875
918	0.2841520076
919	0.2840483881
920	0.2839644875
921	0.2839170739
922	0.2838231942
923	0.283737392
924	0.283670015
925	0.2835158266
926	0.2834641773
927	0.2833751293
928	0.2833229096
929	0.2832681875
930	0.2831812221
931	0.283096653
932	0.2830521912
933	0.2829555074
934	0.28288478
935	0.2828022488
936	0.282709601
937	0.2825941053
938	0.2825251213
939	0.2824157143
940	0.282257941
941	0.2821764198
942	0.2821054553
943	0.2820421399
944	0.2819573832
945	0.2818372711
946	0.2817291891
947	0.2816350291
948	0.2815634516
949	0.2814635949
950	0.2813115523
951	0.2811756773
952	0.281065875
953	0.2809692531
954	0.2809355216
955	0.2808558967
956	0.2807287753
957	0.2806551688
958	0.2805515294
959	0.2804332549
960	0.2803442039
961	0.2802660878
962	0.2801768232
963	0.2800644214
964	0.2799522051
965	0.2798354716
966	0.2797464853
967	0.2797151501
968	0.2796418618
969	0.2795461547
970	0.2794587017
971	0.2793736985
972	0.2793135071
973	0.2792607728
974	0.2791727543
975	0.2790317817
976	0.2789125668
977	0.2788526606
978	0.2787748787
979	0.2787163179
980	0.2786447625
981	0.278578323
982	0.2784896855
983	0.2784175292
984	0.2783321398
985	0.2782750408
986	0.278238427
987	0.2781718222
988	0.2780306174
989	0.2779509668
990	0.2778755998
991	0.2777656073
992	0.2776926349
993	0.2776007444
994	0.2775091177
995	0.2774017892
996	0.277300527
997	0.2771777267
998	0.2771308424
999	0.2770463046
